ano;ubigeo;ytocoh;pobreza
2014;21809;1683.820833;Fuera de la pobreza
2014;21809;1683.820833;Fuera de la pobreza
2014;21809;1683.820833;Pobreza no extrema
2014;21809;1683.820833;Pobreza no extrema
2014;21809;1683.820833;Pobreza no extrema
2014;21809;1683.820833;Pobreza no extrema
2014;21809;413.5649148;Pobreza no extrema
2014;21807;413.5649148;Pobreza no extrema
2014;21807;413.5649148;Pobreza no extrema
2014;21807;413.5649148;Pobreza no extrema
2014;21807;413.5649148;Pobreza no extrema
2014;21807;413.5649148;Pobreza no extrema
2014;21405;413.5649148;Fuera de la pobreza
2014;21405;300.75;Fuera de la pobreza
2014;21405;300.75;Fuera de la pobreza
2014;21909;300.75;Fuera de la pobreza
2014;21909;300.75;Fuera de la pobreza
2014;21909;300.75;Fuera de la pobreza
2014;21205;300.75;Pobreza no extrema
2014;21205;842.0389281;Pobreza no extrema
2014;21205;842.0389281;Pobreza no extrema
2014;21205;842.0389281;Pobreza no extrema
2014;21205;842.0389281;Pobreza no extrema
2014;21205;842.0389281;Pobreza no extrema
2014;21205;498;Pobreza no extrema
2014;21205;498;Pobreza no extrema
2014;21205;498;Pobreza no extrema
2014;21205;498;Pobreza no extrema
2014;21205;498;Pobreza no extrema
2014;21201;498;Pobreza extrema
2014;21201;498;Pobreza extrema
2014;21201;1056.016407;Pobreza extrema
2014;21201;1056.016407;Pobreza extrema
2014;21201;1056.016407;Pobreza extrema
2014;21201;1056.016407;Pobreza extrema
2014;21201;1056.016407;Pobreza extrema
2014;21201;964.2489678;Pobreza extrema
2014;20105;964.2489678;Pobreza extrema
2014;20105;398.1749744;Pobreza extrema
2014;20105;398.1749744;Pobreza no extrema
2014;20105;398.1749744;Pobreza no extrema
2014;20105;704.9156345;Pobreza no extrema
2014;20105;704.9156345;Pobreza no extrema
2014;20105;358.0833333;Pobreza no extrema
2014;20105;358.0833333;Pobreza no extrema
2014;20105;358.0833333;Pobreza no extrema
2014;21001;391.9549661;Fuera de la pobreza
2014;21001;391.9549661;Fuera de la pobreza
2014;21001;391.9549661;Fuera de la pobreza
2014;21001;391.9549661;Fuera de la pobreza
2014;21001;980.6216328;Fuera de la pobreza
2014;22001;980.6216328;Fuera de la pobreza
2014;22001;980.6216328;Fuera de la pobreza
2014;22001;980.6216328;Fuera de la pobreza
2014;22001;980.6216328;Fuera de la pobreza
2014;30101;980.6216328;Fuera de la pobreza
2014;30101;980.6216328;Fuera de la pobreza
2014;30101;687.7049661;Fuera de la pobreza
2014;30101;687.7049661;Fuera de la pobreza
2014;30101;687.7049661;Fuera de la pobreza
2014;30101;687.7049661;Fuera de la pobreza
2014;30101;687.7049661;Pobreza no extrema
2014;30101;687.7049661;Pobreza no extrema
2014;30101;687.7049661;Pobreza no extrema
2014;30101;114.4166667;Pobreza no extrema
2014;30101;114.4166667;Pobreza no extrema
2014;30101;114.4166667;Pobreza no extrema
2014;30101;598.2882995;Pobreza no extrema
2014;30101;598.2882995;Pobreza no extrema
2014;30101;598.2882995;Fuera de la pobreza
2014;30201;598.2882995;Pobreza no extrema
2014;30201;598.2882995;Pobreza no extrema
2014;30213;598.2882995;Fuera de la pobreza
2014;30213;598.2882995;Fuera de la pobreza
2014;30213;546.3333333;Fuera de la pobreza
2014;30213;546.3333333;Fuera de la pobreza
2014;30213;546.3333333;Fuera de la pobreza
2014;30207;1781.825353;Fuera de la pobreza
2014;30207;1781.825353;Fuera de la pobreza
2014;30407;1781.825353;Fuera de la pobreza
2014;40110;1537.671628;Fuera de la pobreza
2014;40110;1537.671628;Fuera de la pobreza
2014;40110;1537.671628;Fuera de la pobreza
2014;40110;1537.671628;Fuera de la pobreza
2014;40101;1537.671628;Fuera de la pobreza
2014;40129;1537.671628;Fuera de la pobreza
2014;40129;1537.671628;Fuera de la pobreza
2014;40110;1537.671628;Fuera de la pobreza
2014;40110;1537.671628;Fuera de la pobreza
2014;40110;1114.199014;Fuera de la pobreza
2014;40110;1114.199014;Fuera de la pobreza
2014;40110;1114.199014;Fuera de la pobreza
2014;40101;1114.199014;Fuera de la pobreza
2014;40101;1012.743968;Fuera de la pobreza
2014;40101;1012.743968;Fuera de la pobreza
2014;40101;1012.743968;Fuera de la pobreza
2014;40101;1012.743968;Fuera de la pobreza
2014;40101;1012.743968;Fuera de la pobreza
2014;40101;604.7118766;Fuera de la pobreza
2014;40101;604.7118766;Fuera de la pobreza
2014;40101;437.6666667;Fuera de la pobreza
2014;40102;261.9166667;Fuera de la pobreza
2014;40102;261.9166667;Fuera de la pobreza
2014;40102;261.9166667;Fuera de la pobreza
2014;40102;1420.68103;Fuera de la pobreza
2014;40102;1420.68103;Fuera de la pobreza
2014;40102;1420.68103;Fuera de la pobreza
2014;40109;1420.68103;Fuera de la pobreza
2014;40109;1420.68103;Fuera de la pobreza
2014;40109;1729.764363;Fuera de la pobreza
2014;40109;1729.764363;Fuera de la pobreza
2014;40109;1729.764363;Fuera de la pobreza
2014;40112;938.5143632;Fuera de la pobreza
2014;40112;938.5143632;Fuera de la pobreza
2014;40112;938.5143632;Fuera de la pobreza
2014;40112;938.5143632;Fuera de la pobreza
2014;40104;698.0143632;Pobreza no extrema
2014;40104;698.0143632;Pobreza no extrema
2014;40104;698.0143632;Pobreza no extrema
2014;40104;698.0143632;Fuera de la pobreza
2014;40104;698.0143632;Fuera de la pobreza
2014;40102;698.0143632;Fuera de la pobreza
2014;40102;698.0143632;Fuera de la pobreza
2014;40102;686.4310299;Fuera de la pobreza
2014;40102;686.4310299;Fuera de la pobreza
2014;40103;686.4310299;Pobreza no extrema
2014;40103;686.4310299;Pobreza no extrema
2014;40103;686.4310299;Pobreza no extrema
2014;40103;686.4310299;Pobreza no extrema
2014;40116;1350.416667;Fuera de la pobreza
2014;40116;1522.850512;Fuera de la pobreza
2014;40128;1522.850512;Pobreza no extrema
2014;40128;1522.850512;Pobreza no extrema
2014;40128;1522.850512;Pobreza no extrema
2014;40128;2887.356871;Pobreza no extrema
2014;40128;2887.356871;Pobreza no extrema
2014;40608;2887.356871;Fuera de la pobreza
2014;40608;2887.356871;Fuera de la pobreza
2014;40608;2887.356871;Fuera de la pobreza
2014;40608;13178.41667;Fuera de la pobreza
2014;50101;13178.41667;Fuera de la pobreza
2014;50101;1192.916667;Fuera de la pobreza
2014;50101;1192.916667;Fuera de la pobreza
2014;50101;1682.627776;Fuera de la pobreza
2014;50101;1682.627776;Fuera de la pobreza
2014;50101;1682.627776;Fuera de la pobreza
2014;50101;2293.833333;Fuera de la pobreza
2014;50101;2293.833333;Fuera de la pobreza
2014;50115;2293.833333;Fuera de la pobreza
2014;50115;3040.710692;Fuera de la pobreza
2014;50115;3040.710692;Fuera de la pobreza
2014;50115;3040.710692;Pobreza no extrema
2014;50115;3040.710692;Pobreza no extrema
2014;50115;834.2540669;Pobreza no extrema
2014;50110;834.2540669;Fuera de la pobreza
2014;50110;194.2334277;Pobreza no extrema
2014;50110;194.2334277;Pobreza no extrema
2014;50110;194.2334277;Pobreza no extrema
2014;50401;194.2334277;Pobreza no extrema
2014;50401;287.9226636;Pobreza no extrema
2014;50401;287.9226636;Pobreza no extrema
2014;50401;1923.083333;Pobreza no extrema
2014;50401;1923.083333;Pobreza no extrema
2014;50401;1923.083333;Pobreza no extrema
2014;50401;519.3316642;Pobreza no extrema
2014;50606;519.3316642;Pobreza no extrema
2014;50606;519.3316642;Pobreza no extrema
2014;50606;519.3316642;Pobreza no extrema
2014;50606;519.3316642;Pobreza no extrema
2014;50502;1383.46858;Fuera de la pobreza
2014;50502;1383.46858;Fuera de la pobreza
2014;50502;1383.46858;Fuera de la pobreza
2014;50502;1383.46858;Fuera de la pobreza
2014;50206;1383.46858;Pobreza no extrema
2014;50206;1613.585698;Pobreza no extrema
2014;50206;1613.585698;Pobreza no extrema
2014;50206;1613.585698;Pobreza no extrema
2014;50206;2593.93716;Pobreza no extrema
2014;51012;2593.93716;Pobreza extrema
2014;51012;2593.93716;Pobreza extrema
2014;51012;2593.93716;Pobreza extrema
2014;51012;2593.93716;Pobreza extrema
2014;51012;2593.93716;Pobreza extrema
2014;50606;2593.93716;Pobreza extrema
2014;50606;203.9945094;Pobreza extrema
2014;50606;267.9330741;Pobreza extrema
2014;50606;267.9330741;Pobreza extrema
2014;50606;267.9330741;Pobreza extrema
2014;50606;267.9330741;Pobreza extrema
2014;50606;6586.333333;Pobreza extrema
2014;50606;6586.333333;Pobreza extrema
2014;50706;6586.333333;Pobreza no extrema
2014;50706;6586.333333;Pobreza no extrema
2014;50706;6586.333333;Pobreza no extrema
2014;50706;6586.333333;Pobreza no extrema
2014;50706;368.5178293;Pobreza no extrema
2014;60101;368.5178293;Fuera de la pobreza
2014;60101;1138.203485;Fuera de la pobreza
2014;60101;1138.203485;Fuera de la pobreza
2014;60101;1138.203485;Fuera de la pobreza
2014;60108;1138.203485;Pobreza extrema
2014;60108;3083.266407;Pobreza extrema
2014;60108;3083.266407;Pobreza extrema
2014;60108;3083.266407;Pobreza no extrema
2014;60108;3083.266407;Pobreza no extrema
2014;60108;3083.266407;Pobreza no extrema
2014;60108;3083.266407;Pobreza no extrema
2014;60108;3083.266407;Pobreza no extrema
2014;60108;3083.266407;Pobreza no extrema
2014;60415;3083.266407;Fuera de la pobreza
2014;60415;707.2630086;Fuera de la pobreza
2014;61001;707.2630086;Pobreza extrema
2014;61001;707.2630086;Pobreza extrema
2014;61001;707.2630086;Pobreza extrema
2014;61003;707.2630086;Pobreza no extrema
2014;61003;707.2630086;Pobreza no extrema
2014;61003;707.2630086;Pobreza no extrema
2014;61003;707.2630086;Pobreza no extrema
2014;61003;2642.21568;Fuera de la pobreza
2014;61003;2642.21568;Fuera de la pobreza
2014;61003;2642.21568;Fuera de la pobreza
2014;61003;2642.21568;Fuera de la pobreza
2014;60111;2642.21568;Pobreza extrema
2014;60111;2642.21568;Pobreza extrema
2014;60111;2642.21568;Pobreza no extrema
2014;60111;2642.21568;Pobreza no extrema
2014;60202;2642.21568;Pobreza no extrema
2014;60202;2642.21568;Pobreza no extrema
2014;60202;1630.703485;Pobreza no extrema
2014;60202;1630.703485;Pobreza no extrema
2014;60801;1630.703485;Pobreza no extrema
2014;60801;1630.703485;Pobreza no extrema
2014;60801;1630.703485;Pobreza no extrema
2014;60801;353.5;Pobreza no extrema
2014;60801;353.5;Pobreza no extrema
2014;60801;1256.124973;Fuera de la pobreza
2014;60801;1256.124973;Fuera de la pobreza
2014;60901;1256.124973;Fuera de la pobreza
2014;60901;1533.965892;Fuera de la pobreza
2014;60901;1533.965892;Fuera de la pobreza
2014;60901;1533.965892;Fuera de la pobreza
2014;60801;1533.965892;Pobreza no extrema
2014;60801;1499.874973;Pobreza no extrema
2014;60801;1499.874973;Pobreza no extrema
2014;60801;2126.546371;Pobreza no extrema
2014;60801;2126.546371;Fuera de la pobreza
2014;60801;920.0495758;Fuera de la pobreza
2014;60801;920.0495758;Fuera de la pobreza
2014;60801;920.0495758;Fuera de la pobreza
2014;60801;920.0495758;Fuera de la pobreza
2014;60801;920.0495758;Fuera de la pobreza
2014;60801;2889.64843;Fuera de la pobreza
2014;60801;2889.64843;Fuera de la pobreza
2014;60801;2889.64843;Fuera de la pobreza
2014;60801;2889.64843;Fuera de la pobreza
2014;60801;1872.583333;Fuera de la pobreza
2014;60801;1872.583333;Fuera de la pobreza
2014;60807;919.6136297;Pobreza extrema
2014;60807;919.6136297;Pobreza extrema
2014;60807;919.6136297;Pobreza extrema
2014;60807;919.6136297;Pobreza extrema
2014;60807;239.249676;Pobreza extrema
2014;60807;843.9147814;Fuera de la pobreza
2014;60807;843.9147814;Fuera de la pobreza
2014;80101;843.9147814;Fuera de la pobreza
2014;80101;843.9147814;Fuera de la pobreza
2014;80101;398.499676;Fuera de la pobreza
2014;80101;447.1666667;Fuera de la pobreza
2014;80106;447.1666667;Fuera de la pobreza
2014;80106;991.25;Fuera de la pobreza
2014;80106;2563.5;Fuera de la pobreza
2014;80106;2563.5;Fuera de la pobreza
2014;80105;2563.5;Fuera de la pobreza
2014;80105;2563.5;Fuera de la pobreza
2014;80101;2014.833333;Fuera de la pobreza
2014;80101;2014.833333;Fuera de la pobreza
2014;80105;1772.25;Fuera de la pobreza
2014;80105;1772.25;Fuera de la pobreza
2014;80105;1772.25;Fuera de la pobreza
2014;80105;1107.650376;Fuera de la pobreza
2014;80105;1107.650376;Fuera de la pobreza
2014;80601;1107.650376;Fuera de la pobreza
2014;80601;3661.333333;Fuera de la pobreza
2014;80601;3661.333333;Fuera de la pobreza
2014;80601;3661.333333;Pobreza extrema
2014;80601;3661.333333;Pobreza extrema
2014;80601;3661.333333;Pobreza extrema
2014;80601;1145.083333;Pobreza no extrema
2014;80601;1145.083333;Pobreza no extrema
2014;80601;1145.083333;Pobreza no extrema
2014;80601;1145.083333;Pobreza no extrema
2014;80801;1145.083333;Fuera de la pobreza
2014;80801;2330.522298;Fuera de la pobreza
2014;80801;2330.522298;Fuera de la pobreza
2014;80801;2330.522298;Fuera de la pobreza
2014;81301;2330.522298;Fuera de la pobreza
2014;81301;2330.522298;Fuera de la pobreza
2014;81301;755.5833333;Fuera de la pobreza
2014;81301;755.5833333;Fuera de la pobreza
2014;81301;755.5833333;Fuera de la pobreza
2014;80908;755.5833333;Fuera de la pobreza
2014;80908;755.5833333;Fuera de la pobreza
2014;80908;2360.977752;Fuera de la pobreza
2014;80908;2360.977752;Fuera de la pobreza
2014;80302;2360.977752;Fuera de la pobreza
2014;80302;1153.382249;Fuera de la pobreza
2014;80408;1153.382249;Pobreza no extrema
2014;80408;1153.382249;Pobreza no extrema
2014;80408;1153.382249;Pobreza no extrema
2014;80408;1153.382249;Pobreza no extrema
2014;80408;1153.382249;Fuera de la pobreza
2014;81001;1153.382249;Pobreza no extrema
2014;81001;1190.79033;Pobreza no extrema
2014;81001;1190.79033;Pobreza no extrema
2014;81203;1190.79033;Fuera de la pobreza
2014;81203;1190.79033;Fuera de la pobreza
2014;81203;718.3556314;Fuera de la pobreza
2014;81203;718.3556314;Fuera de la pobreza
2014;81203;718.3556314;Fuera de la pobreza
2014;81203;718.3556314;Fuera de la pobreza
2014;90101;718.3556314;Pobreza extrema
2014;90101;2896.944995;Pobreza extrema
2014;90101;2896.944995;Pobreza extrema
2014;90101;2896.944995;Fuera de la pobreza
2014;90101;2896.944995;Fuera de la pobreza
2014;90101;2896.944995;Fuera de la pobreza
2014;90101;795.703328;Fuera de la pobreza
2014;90101;795.703328;Fuera de la pobreza
2014;90101;795.703328;Fuera de la pobreza
2014;90301;795.703328;Fuera de la pobreza
2014;90301;795.703328;Fuera de la pobreza
2014;90703;795.703328;Fuera de la pobreza
2014;90703;186.6719052;Fuera de la pobreza
2014;90703;794.1189269;Fuera de la pobreza
2014;90703;794.1189269;Fuera de la pobreza
2014;90703;826.1666667;Fuera de la pobreza
2014;90703;826.1666667;Fuera de la pobreza
2014;90703;664.2790077;Fuera de la pobreza
2014;90701;664.2790077;Pobreza no extrema
2014;90701;664.2790077;Pobreza no extrema
2014;90701;803.5349601;Pobreza no extrema
2014;90701;803.5349601;Pobreza no extrema
2014;90701;803.5349601;Pobreza no extrema
2014;90701;640.2555979;Pobreza no extrema
2014;100101;640.2555979;Fuera de la pobreza
2014;100101;892.2807771;Fuera de la pobreza
2014;100101;892.2807771;Fuera de la pobreza
2014;100101;1645.780777;Fuera de la pobreza
2014;100101;1645.780777;Fuera de la pobreza
2014;100101;1645.780777;Fuera de la pobreza
2014;100101;1645.780777;Fuera de la pobreza
2014;100101;806.5833333;Fuera de la pobreza
2014;100101;806.5833333;Fuera de la pobreza
2014;100101;806.5833333;Fuera de la pobreza
2014;100101;806.5833333;Fuera de la pobreza
2014;100101;1759;Fuera de la pobreza
2014;100102;1759;Fuera de la pobreza
2014;100102;1759;Fuera de la pobreza
2014;100102;1759;Fuera de la pobreza
2014;100102;1759;Fuera de la pobreza
2014;100102;707.563752;Fuera de la pobreza
2014;100102;707.563752;Fuera de la pobreza
2014;100102;1670.36411;Fuera de la pobreza
2014;100102;1670.36411;Fuera de la pobreza
2014;100102;1670.36411;Fuera de la pobreza
2014;100102;638.5307771;Fuera de la pobreza
2014;100102;638.5307771;Fuera de la pobreza
2014;100102;638.5307771;Fuera de la pobreza
2014;100102;638.5307771;Fuera de la pobreza
2014;100102;638.5307771;Fuera de la pobreza
2014;100501;2331.678005;Fuera de la pobreza
2014;100501;2331.678005;Fuera de la pobreza
2014;100501;890.5833333;Fuera de la pobreza
2014;100506;890.5833333;Fuera de la pobreza
2014;100506;6560.147704;Fuera de la pobreza
2014;100506;6560.147704;Fuera de la pobreza
2014;100506;6560.147704;Fuera de la pobreza
2014;100503;6560.147704;Fuera de la pobreza
2014;100109;6560.147704;Fuera de la pobreza
2014;100109;6560.147704;Fuera de la pobreza
2014;100109;5538.319444;Fuera de la pobreza
2014;100109;5538.319444;Fuera de la pobreza
2014;100109;5538.319444;Pobreza extrema
2014;100109;5538.319444;Pobreza extrema
2014;100109;5538.319444;Pobreza extrema
2014;100604;5538.319444;Pobreza extrema
2014;110101;2895.887997;Fuera de la pobreza
2014;110101;2895.887997;Fuera de la pobreza
2014;110101;2895.887997;Fuera de la pobreza
2014;110106;4650.719697;Fuera de la pobreza
2014;110106;4650.719697;Fuera de la pobreza
2014;110106;1703.94325;Fuera de la pobreza
2014;110106;1703.94325;Fuera de la pobreza
2014;110106;1703.94325;Fuera de la pobreza
2014;110210;1703.94325;Fuera de la pobreza
2014;110210;1703.94325;Fuera de la pobreza
2014;110210;1703.94325;Fuera de la pobreza
2014;110201;2983.416215;Fuera de la pobreza
2014;110201;2983.416215;Fuera de la pobreza
2014;110201;2983.416215;Fuera de la pobreza
2014;110201;2983.416215;Fuera de la pobreza
2014;110201;2983.416215;Fuera de la pobreza
2014;110201;13854.41667;Fuera de la pobreza
2014;110501;13854.41667;Fuera de la pobreza
2014;110501;13854.41667;Fuera de la pobreza
2014;110501;13854.41667;Fuera de la pobreza
2014;110501;13854.41667;Fuera de la pobreza
2014;110501;13854.41667;Fuera de la pobreza
2014;110506;13854.41667;Fuera de la pobreza
2014;110506;13854.41667;Fuera de la pobreza
2014;110506;13854.41667;Fuera de la pobreza
2014;110506;13854.41667;Fuera de la pobreza
2014;110301;1632.211914;Fuera de la pobreza
2014;110301;1632.211914;Fuera de la pobreza
2014;110301;1632.211914;Fuera de la pobreza
2014;110301;1632.211914;Fuera de la pobreza
2014;110301;9176.333333;Fuera de la pobreza
2014;110301;9176.333333;Fuera de la pobreza
2014;110108;9176.333333;Fuera de la pobreza
2014;110108;9176.333333;Fuera de la pobreza
2014;110108;9176.333333;Fuera de la pobreza
2014;110108;1064.666667;Fuera de la pobreza
2014;110108;1064.666667;Fuera de la pobreza
2014;110108;1064.666667;Fuera de la pobreza
2014;110109;2163.416667;Fuera de la pobreza
2014;110505;2163.416667;Fuera de la pobreza
2014;110505;2163.416667;Fuera de la pobreza
2014;110505;2163.416667;Fuera de la pobreza
2014;110505;2163.416667;Fuera de la pobreza
2014;110505;257;Fuera de la pobreza
2014;110505;257;Fuera de la pobreza
2014;110505;257;Fuera de la pobreza
2014;110505;257;Fuera de la pobreza
2014;110505;1388.166667;Fuera de la pobreza
2014;110505;1388.166667;Fuera de la pobreza
2014;110505;3954.583333;Fuera de la pobreza
2014;110505;3954.583333;Fuera de la pobreza
2014;110505;3954.583333;Fuera de la pobreza
2014;110202;3954.583333;Fuera de la pobreza
2014;110202;3954.583333;Fuera de la pobreza
2014;110202;3954.583333;Fuera de la pobreza
2014;110202;1870.394909;Fuera de la pobreza
2014;110202;1870.394909;Fuera de la pobreza
2014;110205;1870.394909;Fuera de la pobreza
2014;110305;1870.394909;Fuera de la pobreza
2014;110305;1870.394909;Fuera de la pobreza
2014;110305;1870.394909;Fuera de la pobreza
2014;110305;3121.25;Fuera de la pobreza
2014;110305;3121.25;Fuera de la pobreza
2014;110305;3121.25;Fuera de la pobreza
2014;110305;3121.25;Fuera de la pobreza
2014;110305;2736.167961;Fuera de la pobreza
2014;110305;2736.167961;Fuera de la pobreza
2014;110103;2736.167961;Fuera de la pobreza
2014;110103;253.5455276;Fuera de la pobreza
2014;110103;2479.909872;Fuera de la pobreza
2014;110103;2479.909872;Fuera de la pobreza
2014;110103;2479.909872;Fuera de la pobreza
2014;110103;2479.909872;Fuera de la pobreza
2014;110208;2479.909872;Pobreza extrema
2014;110208;2479.909872;Pobreza extrema
2014;110208;3799;Pobreza extrema
2014;110208;3799;Pobreza extrema
2014;110208;3799;Pobreza extrema
2014;110208;3799;Pobreza extrema
2014;120114;2333.022727;Fuera de la pobreza
2014;120114;2333.022727;Fuera de la pobreza
2014;120114;2333.022727;Fuera de la pobreza
2014;120114;2333.022727;Fuera de la pobreza
2014;120114;2314.491667;Fuera de la pobreza
2014;120114;2314.491667;Fuera de la pobreza
2014;120114;2314.491667;Fuera de la pobreza
2014;120114;2314.491667;Fuera de la pobreza
2014;120114;2882.166667;Fuera de la pobreza
2014;120114;2882.166667;Fuera de la pobreza
2014;120114;2882.166667;Fuera de la pobreza
2014;120114;2882.166667;Fuera de la pobreza
2014;120114;4567.25;Fuera de la pobreza
2014;120114;4567.25;Fuera de la pobreza
2014;120114;4567.25;Fuera de la pobreza
2014;120101;1577.083333;Fuera de la pobreza
2014;120701;8669.583333;Fuera de la pobreza
2014;120701;8669.583333;Fuera de la pobreza
2014;120701;8669.583333;Fuera de la pobreza
2014;120701;637.1666667;Fuera de la pobreza
2014;120701;1807.75;Pobreza no extrema
2014;120701;2424.5;Pobreza no extrema
2014;120701;2424.5;Pobreza no extrema
2014;120701;2424.5;Pobreza no extrema
2014;120701;2424.5;Pobreza no extrema
2014;120810;9488.182784;Fuera de la pobreza
2014;120810;9488.182784;Fuera de la pobreza
2014;120810;9488.182784;Fuera de la pobreza
2014;120810;9488.182784;Fuera de la pobreza
2014;120810;2637.75;Fuera de la pobreza
2014;120801;2637.75;Fuera de la pobreza
2014;120801;2637.75;Fuera de la pobreza
2014;120801;1381.833333;Fuera de la pobreza
2014;120801;1381.833333;Fuera de la pobreza
2014;120801;2764.654762;Fuera de la pobreza
2014;120801;2764.654762;Fuera de la pobreza
2014;120401;2718.960732;Fuera de la pobreza
2014;120401;2718.960732;Fuera de la pobreza
2014;120401;2718.960732;Fuera de la pobreza
2014;120401;2718.960732;Fuera de la pobreza
2014;120807;2718.960732;Fuera de la pobreza
2014;120433;5289.583333;Fuera de la pobreza
2014;120433;5289.583333;Fuera de la pobreza
2014;120433;5289.583333;Fuera de la pobreza
2014;120433;5289.583333;Fuera de la pobreza
2014;120501;5289.583333;Fuera de la pobreza
2014;120501;4303.994262;Fuera de la pobreza
2014;120203;4303.994262;Pobreza extrema
2014;120114;4303.994262;Fuera de la pobreza
2014;120114;1872.252003;Fuera de la pobreza
2014;120107;1872.252003;Pobreza extrema
2014;120107;1872.252003;Pobreza extrema
2014;120107;1872.252003;Pobreza extrema
2014;120107;1872.252003;Pobreza extrema
2014;120107;4708.825066;Pobreza extrema
2014;120704;4708.825066;Pobreza no extrema
2014;120704;4708.825066;Pobreza no extrema
2014;130101;4708.825066;Fuera de la pobreza
2014;130101;4708.825066;Fuera de la pobreza
2014;130101;4349.166667;Fuera de la pobreza
2014;130101;3705.603653;Fuera de la pobreza
2014;130105;3705.603653;Fuera de la pobreza
2014;130105;3705.603653;Fuera de la pobreza
2014;130102;3705.603653;Fuera de la pobreza
2014;130102;3705.603653;Fuera de la pobreza
2014;130401;3741.25;Pobreza no extrema
2014;130401;3741.25;Pobreza no extrema
2014;130401;3741.25;Pobreza no extrema
2014;130702;3741.25;Fuera de la pobreza
2014;130104;947.3712053;Fuera de la pobreza
2014;130104;2393.5;Fuera de la pobreza
2014;130104;2393.5;Fuera de la pobreza
2014;130901;2393.5;Pobreza extrema
2014;130901;2393.5;Pobreza extrema
2014;131001;2393.5;Fuera de la pobreza
2014;131001;541.4166667;Fuera de la pobreza
2014;131001;541.4166667;Fuera de la pobreza
2014;131001;1520.207494;Fuera de la pobreza
2014;131001;1520.207494;Fuera de la pobreza
